"","Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted","deciles"
"996","A12","18","A34","A61","A42",40,"A122",0,"lessthan20",1,2,4,2,0,2,"0",0.193046866125571,6
"997","A12","12","A32","A62","A42",27,"A123",1,"lessthan20",1,2,2,2,1,3,"1",0.380723183227097,4
"998","A14","12","A32","A64","A41",55,"A122",0,"lessthan20",1,4,2,1,3,2,"0",0.0628860787012046,10
"999","A14","24","A33","A65","A49",32,"A121",0,"20to40",2,4,3,9,4,1,"0",0.0538451058714525,10
"1000","A11","12","A32","A61","A40",37,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.419728324946355,3
"1001","A13","18","A31","A65","A43",49,"A123",0,"lessthan20",1,3,1,3,4,3,"0",0.159511403185283,7
"1002","A12","12","A32","A62","A42",27,"A123",1,"lessthan20",1,2,2,2,1,3,"1",0.380723183227097,4
"1003","A14","28","A34","A61","A43",29,"A123",0,"20to40",2,4,4,3,0,3,"0",0.150362013940499,7
"1004","A11","18","A34","A61","A45",55,"A124",1,"lessthan20",1,1,4,5,0,4,"1",0.361325159341418,4
"1005","A14","24","A34","A61","A40",37,"A123",0,"20to40",2,4,4,0,0,3,"0",0.140875328449734,8
"1006","A11","36","A32","A61","A41",26,"A122",1,"20to40",2,1,2,1,0,2,"1",0.628415818717274,1
"1007","A12","24","A33","A65","A40",42,"A123",0,"20to40",2,2,3,0,4,3,"0",0.224871729369773,6
"1008","A14","12","A31","A63","A48",35,"A121",0,"lessthan20",1,4,1,8,2,1,"0",0.101476169834434,9
"1009","A11","12","A32","A61","A42",27,"A121",0,"lessthan20",1,1,2,2,0,1,"0",0.447629490386349,3
"1010","A14","18","A34","A61","A43",25,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.106170967363911,8
"1011","A14","24","A32","A63","A43",35,"A123",1,"20to40",2,4,2,3,2,3,"1",0.179143096504954,7
"1012","A12","24","A34","A61","A42",25,"A123",1,"20to40",2,2,4,2,0,3,"1",0.373613087282339,4
"1013","A12","24","A33","A61","A43",33,"A123",0,"20to40",2,2,3,3,0,3,"0",0.432832284711367,3
"1014","A11","12","A34","A61","A40",39,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.253533389041933,5
"1015","A11","12","A32","A61","A42",55,"A124",0,"lessthan20",1,1,2,2,0,4,"0",0.54755587032909,2
"1016","A12","12","A32","A65","A40",24,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.167726903967957,7
"1017","A14","48","A34","A65","A41",38,"A123",0,"morethan40",3,4,4,1,4,3,"0",0.0947563481246745,9
"1018","A11","12","A31","A61","A43",24,"A121",1,"lessthan20",1,1,1,3,0,1,"1",0.545916621993717,2
"1019","A12","60","A32","A61","A46",42,"A124",1,"morethan40",3,2,2,6,0,4,"1",0.657810092316322,1
"1020","A14","24","A32","A62","A43",29,"A123",0,"20to40",2,4,2,3,1,3,"0",0.227571920873485,6
"1021","A12","36","A32","A61","A40",57,"A124",1,"20to40",2,2,2,0,0,4,"1",0.515480111961706,2
"1022","A14","36","A33","A61","A43",26,"A123",1,"20to40",2,4,3,3,0,3,"1",0.20967709347444,6
"1023","A12","36","A33","A62","A40",30,"A124",0,"20to40",2,2,3,0,1,4,"0",0.460409859227477,3
"1024","A12","45","A34","A61","A43",25,"A122",1,"morethan40",3,2,4,3,0,2,"1",0.417281956114791,4
"1025","A13","15","A32","A61","A43",25,"A121",1,"lessthan20",1,3,2,3,0,1,"1",0.206763593298788,6
"1026","A14","12","A32","A61","A43",28,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.123436599570619,8
"1027","A14","12","A34","A61","A42",42,"A122",0,"lessthan20",1,4,4,2,0,2,"0",0.0686260754922966,9
"1028","A14","12","A32","A61","A46",47,"A122",0,"lessthan20",1,4,2,6,0,2,"0",0.12046723964454,8
"1029","A14","24","A32","A61","A40",62,"A124",0,"20to40",2,4,2,0,0,4,"0",0.239380679386605,6
"1030","A12","9","A31","A61","A41",74,"A124",1,"lessthan20",1,2,1,1,0,4,"1",0.434080854257566,3
"1031","A14","15","A34","A65","A42",63,"A122",0,"lessthan20",1,4,4,2,4,2,"0",0.0225769296840618,10
"1032","A14","12","A33","A61","A41",41,"A121",0,"lessthan20",1,4,3,1,0,1,"0",0.0773571943901781,9
"1033","A13","10","A32","A61","A42",23,"A122",0,"lessthan20",1,3,2,2,0,2,"0",0.259623339624421,5
"1034","A12","36","A33","A61","A40",57,"A124",1,"20to40",2,2,3,0,0,4,"1",0.42492472712286,3
"1035","A11","42","A32","A65","A43",30,"A123",1,"morethan40",3,1,2,3,4,3,"1",0.570774361880419,2
"1036","A11","48","A32","A61","A41",39,"A124",1,"morethan40",3,1,2,1,0,4,"1",0.789439765885534,1
"1037","A12","39","A33","A62","A46",32,"A124",0,"20to40",2,2,3,6,1,4,"0",0.438237209217703,3
"1038","A12","15","A32","A62","A40",28,"A123",1,"lessthan20",1,2,2,0,1,3,"1",0.382481699607567,4
"1039","A14","12","A33","A61","A41",41,"A121",0,"lessthan20",1,4,3,1,0,1,"0",0.0773571943901781,9
"1040","A12","24","A32","A61","A40",23,"A121",1,"20to40",2,2,2,0,0,1,"1",0.435759976043704,3
"1041","A14","6","A32","A63","A41",50,"A122",0,"lessthan20",1,4,2,1,2,2,"0",0.0820478317094789,9
"1042","A14","22","A32","A65","A40",25,"A122",0,"20to40",2,4,2,0,4,2,"0",0.113623401892551,8
"1043","A11","18","A32","A61","A43",26,"A121",1,"lessthan20",1,1,2,3,0,1,"1",0.448371656224298,3
"1044","A14","36","A32","A61","A42",28,"A123",1,"20to40",2,4,2,2,0,3,"1",0.273130143136201,5
"1045","A14","18","A34","A61","A40",36,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0592108712905779,10
"1046","A12","6","A31","A64","A46",24,"A122",1,"lessthan20",1,2,1,6,3,2,"1",0.305468754213536,5
"1047","A11","24","A32","A61","A43",35,"A121",1,"20to40",2,1,2,3,0,1,"1",0.53100427022318,2
"1048","A14","9","A32","A63","A40",51,"A124",0,"lessthan20",1,4,2,0,2,4,"0",0.130184247729601,8
"1049","A12","30","A31","A64","A42",34,"A123",0,"20to40",2,2,1,2,3,3,"0",0.449585265642069,3
"1050","A11","9","A32","A61","A42",25,"A121",0,"lessthan20",1,1,2,2,0,1,"0",0.454291758804107,3
"1051","A11","15","A32","A65","A44",24,"A123",1,"lessthan20",1,1,2,4,4,3,"1",0.365922714394716,4
"1052","A14","24","A32","A63","A42",32,"A124",0,"20to40",2,4,2,2,2,4,"0",0.229331161384346,6
"1053","A11","12","A32","A61","A43",40,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.402367452601829,4
"1054","A14","15","A32","A63","A42",20,"A123",0,"lessthan20",1,4,2,2,2,3,"0",0.14648822252641,7
"1055","A14","12","A32","A64","A41",55,"A122",0,"lessthan20",1,4,2,1,3,2,"0",0.0628860787012046,10
"1056","A11","12","A32","A61","A42",38,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.475272110321846,3
"1057","A14","9","A34","A61","A40",48,"A123",0,"lessthan20",1,4,4,0,0,3,"0",0.0825229978502326,9
"1058","A14","18","A34","A61","A43",65,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0648499758857181,10
"1059","A12","12","A32","A61","A43",22,"A123",1,"lessthan20",1,2,2,3,0,3,"1",0.447618973134124,3
"1060","A12","12","A32","A63","A43",26,"A123",0,"lessthan20",1,2,2,3,2,3,"0",0.331181754125288,4
"1061","A11","6","A32","A61","A40",41,"A121",0,"lessthan20",1,1,2,0,0,1,"0",0.406680444891945,4
"1062","A14","10","A32","A61","A42",25,"A121",1,"lessthan20",1,4,2,2,0,1,"1",0.129040874408864,8
"1063","A11","24","A32","A65","A40",35,"A122",1,"20to40",2,1,2,0,4,2,"1",0.386351885641169,4
"1064","A11","12","A32","A61","A42",30,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.502160237173712,3
"1065","A14","24","A34","A61","A46",54,"A124",0,"20to40",2,4,4,6,0,4,"0",0.137025142021991,8
"1066","A12","30","A34","A61","A40",28,"A123",1,"20to40",2,2,4,0,0,3,"1",0.369071086476866,4
"1067","A14","9","A32","A62","A43",35,"A123",0,"lessthan20",1,4,2,3,1,3,"0",0.147378262042472,7
"1068","A12","15","A32","A61","A45",38,"A123",0,"lessthan20",1,2,2,5,0,3,"0",0.390200754213697,4
"1069","A14","18","A34","A61","A43",24,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.107454531841158,8
"1070","A13","24","A34","A64","A49",36,"A121",0,"20to40",2,3,4,9,3,1,"0",0.0765692255102716,9
"1071","A14","12","A34","A61","A42",43,"A121",0,"lessthan20",1,4,4,2,0,1,"0",0.0531159644183744,10
"1072","A11","42","A32","A65","A43",30,"A123",1,"morethan40",3,1,2,3,4,3,"1",0.570774361880419,2
"1073","A14","15","A34","A64","A41",23,"A124",0,"lessthan20",1,4,4,1,3,4,"0",0.077165909213846,9
"1074","A13","10","A32","A62","A40",48,"A124",1,"lessthan20",1,3,2,0,1,4,"1",0.256502271159383,5
"1075","A12","12","A32","A64","A40",54,"A121",0,"lessthan20",1,2,2,0,3,1,"0",0.143553732019126,7
"1076","A12","13","A32","A61","A43",23,"A122",0,"lessthan20",1,2,2,3,0,2,"0",0.381542424573276,4
"1077","A12","11","A32","A64","A42",20,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.205944499754414,6
"1078","A14","12","A32","A61","A43",34,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.179094702661185,7
"1079","A11","12","A32","A61","A40",37,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.419728324946355,3
"1080","A12","24","A30","A61","A49",36,"A121",1,"20to40",2,2,0,9,0,1,"1",0.550251920522922,2
"1081","A11","18","A32","A61","A42",42,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.526586823037541,2
"1082","A13","12","A32","A61","A43",24,"A123",0,"lessthan20",1,3,2,3,0,3,"0",0.307341474572657,5
"1083","A14","24","A33","A61","A40",47,"A123",1,"20to40",2,4,3,0,0,3,"1",0.171071649547298,7
"1084","A11","12","A32","A62","A44",22,"A122",1,"lessthan20",1,1,2,4,1,2,"1",0.469040138420368,3
"1085","A13","10","A32","A61","A40",37,"A122",0,"lessthan20",1,3,2,0,0,2,"0",0.228750612512257,6
"1086","A14","24","A32","A61","A42",25,"A122",0,"20to40",2,4,2,2,0,2,"0",0.231885832582568,6
"1087","A11","18","A33","A65","A46",23,"A123",0,"lessthan20",1,1,3,6,4,3,"0",0.284605574234737,5
"1088","A14","12","A34","A65","A45",23,"A121",0,"lessthan20",1,4,4,5,4,1,"0",0.0287362070814773,10
"1089","A12","11","A34","A64","A40",40,"A123",0,"lessthan20",1,2,4,0,3,3,"0",0.140847486023643,8
"1090","A14","24","A33","A65","A40",54,"A123",0,"20to40",2,4,3,0,4,3,"0",0.0724469318749156,9
"1091","A14","12","A34","A65","A49",57,"A124",0,"lessthan20",1,4,4,9,4,4,"0",0.0376181749025969,10
"1092","A14","11","A34","A61","A40",39,"A122",0,"lessthan20",1,4,4,0,0,2,"0",0.0726471692891962,9
"1093","A14","30","A34","A61","A43",33,"A123",0,"20to40",2,4,4,3,0,3,"0",0.143615335194913,7
"1094","A11","18","A32","A61","A42",22,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.592794782993609,2
"1095","A14","6","A34","A65","A43",36,"A124",0,"lessthan20",1,4,4,3,4,4,"0",0.0523185092852793,10
"1096","A12","24","A32","A62","A43",29,"A123",0,"20to40",2,2,2,3,1,3,"0",0.482176243133192,3
"1097","A11","24","A32","A61","A43",30,"A123",1,"20to40",2,1,2,3,0,3,"1",0.670392447208639,1
"1098","A14","24","A32","A61","A49",25,"A121",0,"20to40",2,4,2,9,0,1,"0",0.177975954484596,7
"1099","A12","48","A32","A61","A43",28,"A121",1,"morethan40",3,2,2,3,0,1,"1",0.523856329420131,2
"1100","A14","15","A33","A61","A43",33,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.0837785300099077,9
"1101","A11","9","A32","A61","A40",28,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.578278901375262,2
"1102","A14","12","A34","A61","A49",29,"A121",0,"lessthan20",1,4,4,9,0,1,"0",0.0592165411878397,10
"1103","A14","18","A34","A61","A42",35,"A123",0,"lessthan20",1,4,4,2,0,3,"0",0.0949575040440738,9
"1104","A12","15","A31","A62","A40",25,"A122",1,"lessthan20",1,2,1,0,1,2,"1",0.417415301098769,3
"1105","A12","18","A32","A63","A43",25,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.230072090154329,6
"1106","A14","24","A34","A62","A43",36,"A121",0,"20to40",2,4,4,3,1,1,"0",0.0715032903923432,9
"1107","A14","24","A33","A62","A42",35,"A122",0,"20to40",2,4,3,2,1,2,"0",0.128293704863369,8
"1108","A12","30","A32","A62","A42",21,"A123",1,"20to40",2,2,2,2,1,3,"1",0.511688148675583,2
"1109","A11","21","A32","A61","A43",28,"A122",0,"20to40",2,1,2,3,0,2,"0",0.617183878935387,1
"1110","A14","24","A33","A61","A40",47,"A123",1,"20to40",2,4,3,0,0,3,"1",0.171071649547298,7
"1111","A12","48","A31","A62","A49",30,"A123",0,"morethan40",3,2,1,9,1,3,"0",0.661401810639408,1
"1112","A14","18","A34","A62","A46",30,"A121",1,"lessthan20",1,4,4,6,1,1,"1",0.0489404027789307,10
"1113","A11","24","A32","A65","A40",29,"A123",1,"20to40",2,1,2,0,4,3,"1",0.46936556374547,3
"1114","A12","36","A30","A61","A43",42,"A123",1,"20to40",2,2,0,3,0,3,"1",0.66867429922996,1
"1115","A11","24","A32","A61","A42",24,"A122",0,"20to40",2,1,2,2,0,2,"0",0.632250094101507,1
"1116","A11","10","A34","A61","A40",49,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.277852233706772,5
"1117","A12","24","A32","A65","A42",48,"A122",0,"20to40",2,2,2,2,4,2,"0",0.225507076916936,6
"1118","A12","18","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518,5
"1119","A11","15","A32","A65","A44",24,"A123",1,"lessthan20",1,1,2,4,4,3,"1",0.365922714394716,4
"1120","A11","12","A34","A61","A41",66,"A124",0,"lessthan20",1,1,4,1,0,4,"0",0.337199153557406,4
"1121","A11","18","A30","A61","A49",31,"A122",0,"lessthan20",1,1,0,9,0,2,"0",0.657252407807996,1
"1122","A14","6","A32","A63","A44",62,"A121",0,"lessthan20",1,4,2,4,2,1,"0",0.0538138389169402,10
"1123","A14","24","A32","A65","A40",54,"A122",0,"20to40",2,4,2,0,4,2,"0",0.0798473261990504,9
"1124","A11","36","A32","A65","A41",47,"A124",1,"20to40",2,1,2,1,4,4,"1",0.471016836534598,3
"1125","A11","24","A31","A61","A40",29,"A124",1,"20to40",2,1,1,0,0,4,"1",0.798759578564282,1
"1126","A12","9","A32","A61","A42",29,"A123",1,"lessthan20",1,2,2,2,0,3,"1",0.427019544175051,3
"1127","A14","10","A32","A65","A40",45,"A122",0,"lessthan20",1,4,2,0,4,2,"0",0.0586431417390413,10
"1128","A11","12","A34","A61","A41",66,"A124",0,"lessthan20",1,1,4,1,0,4,"0",0.337199153557406,4
"1129","A12","15","A34","A63","A49",27,"A123",0,"lessthan20",1,2,4,9,2,3,"0",0.181224146851303,7
"1130","A12","12","A32","A61","A40",32,"A123",0,"lessthan20",1,2,2,0,0,3,"0",0.422265968644111,3
"1131","A12","30","A32","A62","A42",21,"A123",1,"20to40",2,2,2,2,1,3,"1",0.511688148675583,2
"1132","A14","12","A32","A63","A40",26,"A122",1,"lessthan20",1,4,2,0,2,2,"1",0.110908966391175,8
"1133","A12","21","A33","A61","A40",47,"A122",0,"20to40",2,2,3,0,0,2,"0",0.334798622513539,4
"1134","A14","36","A34","A61","A42",23,"A122",1,"20to40",2,4,4,2,0,2,"1",0.130126223562059,8
"1135","A14","24","A34","A61","A45",33,"A121",0,"20to40",2,4,4,5,0,1,"0",0.0890734761030967,9
"1136","A14","6","A34","A63","A40",24,"A123",0,"lessthan20",1,4,4,0,2,3,"0",0.0741664088590061,9
"1137","A14","54","A30","A65","A41",39,"A122",0,"morethan40",3,4,0,1,4,2,"0",0.255119915219051,5
"1138","A13","42","A30","A61","A49",33,"A122",0,"morethan40",3,3,0,9,0,2,"0",0.593499219189375,2
"1139","A12","36","A32","A61","A40",57,"A124",1,"20to40",2,2,2,0,0,4,"1",0.515480111961706,2
"1140","A11","9","A32","A61","A40",27,"A124",1,"lessthan20",1,1,2,0,0,4,"1",0.643003210007816,1
"1141","A13","36","A32","A61","A43",24,"A123",0,"20to40",2,3,2,3,0,3,"0",0.410944613793435,4
"1142","A14","15","A32","A63","A42",20,"A123",0,"lessthan20",1,4,2,2,2,3,"0",0.14648822252641,7
"1143","A12","6","A34","A65","A48",39,"A122",0,"lessthan20",1,2,4,8,4,2,"0",0.0865060838130735,9
"1144","A11","24","A32","A61","A43",21,"A121",1,"20to40",2,1,2,3,0,1,"1",0.577503834741203,2
"1145","A14","48","A32","A65","A49",38,"A121",1,"morethan40",3,4,2,9,4,1,"1",0.106217394858097,8
"1146","A14","9","A34","A61","A40",30,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.063870939869242,10
"1147","A12","18","A30","A62","A40",28,"A123",1,"lessthan20",1,2,0,0,1,3,"1",0.562183981555662,2
"1148","A12","12","A32","A64","A42",19,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.208153383344594,6
"1149","A14","48","A34","A65","A43",47,"A121",0,"morethan40",3,4,4,3,4,1,"0",0.0512999836271809,10
"1150","A12","18","A32","A65","A46",61,"A124",0,"lessthan20",1,2,2,6,4,4,"0",0.200275097463868,6
"1151","A11","30","A32","A61","A43",39,"A122",0,"20to40",2,1,2,3,0,2,"0",0.581666040856957,2
"1152","A12","11","A32","A64","A42",20,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.205944499754414,6
"1153","A12","18","A33","A65","A49",42,"A122",0,"lessthan20",1,2,3,9,4,2,"0",0.114726219449922,8
"1154","A14","10","A32","A63","A40",40,"A124",0,"lessthan20",1,4,2,0,2,4,"0",0.147878912773783,7
"1155","A12","9","A32","A61","A43",25,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.316658343806951,5
"1156","A12","12","A32","A62","A49",39,"A121",0,"lessthan20",1,2,2,9,1,1,"0",0.224503106123898,6
"1157","A12","24","A34","A65","A49",34,"A124",0,"20to40",2,2,4,9,4,4,"0",0.209289258730089,6
"1158","A14","24","A32","A65","A43",44,"A123",1,"20to40",2,4,2,3,4,3,"1",0.110860250456218,8
"1159","A14","48","A33","A65","A43",32,"A123",0,"morethan40",3,4,3,3,4,3,"0",0.137935103508939,8
"1160","A12","9","A32","A61","A43",25,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.316658343806951,5
"1161","A14","18","A34","A61","A40",31,"A122",1,"lessthan20",1,4,4,0,0,2,"1",0.0802403144717069,9
"1162","A14","18","A32","A61","A45",23,"A121",1,"lessthan20",1,4,2,5,0,1,"1",0.128541477902,8
"1163","A14","21","A32","A65","A43",41,"A122",0,"20to40",2,4,2,3,4,2,"0",0.091050255368445,9
"1164","A12","9","A32","A61","A46",67,"A122",0,"lessthan20",1,2,2,6,0,2,"0",0.248552185195188,6
"1165","A12","6","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518,5
"1166","A11","24","A30","A61","A42",23,"A124",1,"20to40",2,1,0,2,0,4,"1",0.858502522647839,1
"1167","A14","6","A33","A62","A49",34,"A121",0,"lessthan20",1,4,3,9,1,1,"0",0.0637078310793009,10
"1168","A13","10","A32","A61","A44",37,"A123",0,"lessthan20",1,3,2,4,0,3,"0",0.269347639504506,5
"1169","A14","9","A32","A61","A42",26,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.127536301772234,8
"1170","A11","12","A32","A61","A42",42,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.526586823037541,2
"1171","A14","18","A34","A61","A41",27,"A123",0,"lessthan20",1,4,4,1,0,3,"0",0.105602706988002,8
"1172","A14","48","A34","A65","A41",35,"A124",0,"morethan40",3,4,4,1,4,4,"0",0.123762135482652,8
"1173","A12","30","A31","A64","A42",34,"A123",0,"20to40",2,2,1,2,3,3,"0",0.449585265642069,3
"1174","A13","12","A32","A61","A43",44,"A123",0,"lessthan20",1,3,2,3,0,3,"0",0.253191814913218,5
"1175","A13","24","A34","A65","A43",31,"A123",0,"20to40",2,3,4,3,4,3,"0",0.112969199457386,8
"1176","A11","18","A32","A61","A42",22,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.592794782993609,2
"1177","A12","15","A31","A62","A40",25,"A122",1,"lessthan20",1,2,1,0,1,2,"1",0.417415301098769,3
"1178","A14","15","A34","A61","A42",28,"A124",0,"lessthan20",1,4,4,2,0,4,"0",0.129982148889797,8
"1179","A12","36","A31","A65","A44",29,"A124",0,"20to40",2,2,1,4,4,4,"0",0.471009692586797,3
"1180","A11","12","A32","A61","A43",57,"A121",1,"lessthan20",1,1,2,3,0,1,"1",0.348797036076146,4
"1181","A12","36","A30","A61","A49",61,"A124",1,"20to40",2,2,0,9,0,4,"1",0.655454898501631,1
"1182","A13","18","A32","A61","A43",37,"A121",1,"lessthan20",1,3,2,3,0,1,"1",0.181533063285506,7
"1183","A12","30","A30","A62","A49",26,"A123",1,"20to40",2,2,0,9,1,3,"1",0.65370774309524,1
"1184","A13","42","A34","A61","A41",56,"A124",0,"morethan40",3,3,4,1,0,4,"0",0.312818639693336,5
"1185","A13","24","A32","A61","A43",25,"A123",0,"20to40",2,3,2,3,0,3,"0",0.407691722194494,4
"1186","A11","8","A34","A61","A410",51,"A124",0,"lessthan20",1,1,4,10,0,4,"0",0.361683263702323,4
"1187","A12","18","A34","A61","A40",36,"A123",1,"lessthan20",1,2,4,0,0,3,"1",0.250423820883725,5
"1188","A12","9","A32","A61","A46",67,"A122",0,"lessthan20",1,2,2,6,0,2,"0",0.248552185195188,6
"1189","A11","15","A34","A61","A42",44,"A123",0,"lessthan20",1,1,4,2,0,3,"0",0.343097954249604,4
"1190","A12","21","A32","A61","A49",39,"A122",1,"20to40",2,2,2,9,0,2,"1",0.423486894539172,3
"1191","A12","24","A34","A61","A49",31,"A121",1,"20to40",2,2,4,9,0,1,"1",0.233409713749901,6
"1192","A14","24","A32","A61","A42",25,"A122",0,"20to40",2,4,2,2,0,2,"0",0.231885832582568,6
"1193","A13","10","A34","A61","A40",63,"A124",0,"lessthan20",1,3,4,0,0,4,"0",0.144830867028296,7
"1194","A14","24","A32","A64","A40",34,"A123",0,"20to40",2,4,2,0,3,3,"0",0.154894540713535,7
"1195","A14","6","A34","A64","A40",41,"A121",0,"lessthan20",1,4,4,0,3,1,"0",0.0295698648580486,10
"1196","A13","10","A32","A61","A44",37,"A123",0,"lessthan20",1,3,2,4,0,3,"0",0.269347639504506,5
"1197","A14","12","A34","A61","A43",63,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.0406898621545058,10
"1198","A14","18","A34","A61","A40",36,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0592108712905779,10
"1199","A14","12","A32","A65","A43",21,"A123",0,"lessthan20",1,4,2,3,4,3,"0",0.0975230704919636,9
"1200","A12","18","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518,5
"1201","A14","15","A32","A61","A41",33,"A123",0,"lessthan20",1,4,2,1,0,3,"0",0.184202153466653,7
"1202","A11","18","A32","A61","A42",20,"A121",1,"lessthan20",1,1,2,2,0,1,"1",0.471014032605456,3
"1203","A12","24","A33","A65","A40",42,"A123",0,"20to40",2,2,3,0,4,3,"0",0.224871729369773,6
"1204","A14","24","A32","A64","A41",28,"A123",0,"20to40",2,4,2,1,3,3,"0",0.164317946705796,7
"1205","A12","60","A32","A62","A40",24,"A122",1,"morethan40",3,2,2,0,1,2,"1",0.5549185300897,2
"1206","A14","24","A33","A63","A49",44,"A123",0,"20to40",2,4,3,9,2,3,"0",0.111997424014188,8
"1207","A12","24","A32","A62","A40",38,"A123",0,"20to40",2,2,2,0,1,3,"0",0.459823402343713,3
"1208","A11","18","A31","A61","A42",44,"A123",1,"lessthan20",1,1,1,2,0,3,"1",0.609228046328859,2
"1209","A14","24","A34","A62","A43",36,"A121",0,"20to40",2,4,4,3,1,1,"0",0.0715032903923432,9
"1210","A12","15","A34","A65","A43",50,"A121",0,"lessthan20",1,2,4,3,4,1,"0",0.0622660901923499,10
"1211","A12","21","A32","A62","A49",61,"A123",1,"20to40",2,2,2,9,1,3,"1",0.36248914239926,4
"1212","A12","30","A32","A65","A43",26,"A123",0,"20to40",2,2,2,3,4,3,"0",0.334241831646874,4
"1213","A13","10","A32","A61","A42",23,"A122",0,"lessthan20",1,3,2,2,0,2,"0",0.259623339624421,5
"1214","A14","9","A32","A61","A43",32,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.117730646991041,8
"1215","A12","12","A34","A61","A43",23,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.18674183419862,7
"1216","A14","6","A32","A61","A40",26,"A122",0,"lessthan20",1,4,2,0,0,2,"0",0.162090232636668,7
"1217","A13","21","A34","A61","A46",33,"A123",1,"20to40",2,3,4,6,0,3,"1",0.224163402059529,6
"1218","A14","48","A32","A65","A49",38,"A121",1,"morethan40",3,4,2,9,4,1,"1",0.106217394858097,8
"1219","A11","6","A34","A64","A40",39,"A121",0,"lessthan20",1,1,4,0,3,1,"0",0.149572959854461,7
"1220","A12","9","A32","A61","A46",67,"A122",0,"lessthan20",1,2,2,6,0,2,"0",0.248552185195188,6
"1221","A11","11","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339,5
"1222","A12","48","A34","A61","A42",30,"A123",1,"morethan40",3,2,4,2,0,3,"1",0.467171693286495,3
"1223","A14","60","A32","A65","A40",34,"A124",0,"morethan40",3,4,2,0,4,4,"0",0.230709266871528,6
